,0
2765,203238_s_at
2766,203239_s_at
2767,203240_at
2768,203241_at
2769,203242_s_at
2770,203243_s_at
2771,203244_at
2772,203245_s_at
2773,203246_s_at
2774,203247_s_at
2775,203248_at
2776,203249_at
2777,203250_at
2778,203252_at
2779,203253_s_at
2780,203254_s_at
2781,203255_at
2782,203256_at
2783,203257_s_at
2784,203258_at
2785,203259_s_at
2786,203260_at
2787,203261_at
2788,203262_s_at
2789,203263_s_at
2790,203264_s_at
2791,203265_s_at
2792,203266_s_at
2793,203267_s_at
2794,203268_s_at
2795,203269_at
2796,203270_at
2797,203271_s_at
2798,203272_s_at
2799,203273_s_at
2800,203274_at
2801,203275_at
2802,203276_at
2803,203277_at
2804,203278_s_at
2805,203279_at
2806,203280_at
2807,203281_s_at
2808,203282_at
2809,203283_s_at
2810,203284_s_at
2811,203285_s_at
2812,203286_at
2813,203287_at
2814,203288_at
2815,203289_s_at
2816,203290_at
2817,203291_at
2818,203292_s_at
2819,203293_s_at
2820,203294_s_at
2821,203295_s_at
2822,203296_s_at
2823,203297_s_at
2824,203298_s_at
2825,203299_s_at
2826,203300_x_at
2827,203301_s_at
2828,203302_at
2829,203303_at
2830,203304_at
2831,203305_at
2832,203306_s_at
2833,203307_at
2834,203308_x_at
2835,203309_s_at
2836,203310_at
2837,203311_s_at
2838,203312_x_at
2839,203313_s_at
2840,203314_at
2841,203315_at
2842,203316_s_at
2843,203317_at
2844,203318_s_at
2845,203319_s_at
2846,203320_at
2847,203321_s_at
2848,203322_at
2849,203323_at
2850,203324_s_at
2851,203325_s_at
2852,203326_x_at
2853,203327_at
2854,203328_x_at
2855,203329_at
2856,203330_s_at
2857,203331_s_at
2858,203332_s_at
2859,203333_at
2860,203334_at
2861,203335_at
2862,203336_s_at
2863,203337_x_at
2864,203338_at
2865,203339_at
2866,203340_s_at
2867,203341_at
2868,203342_at
2869,203343_at
2870,203344_s_at
2871,203345_s_at
2872,203346_s_at
2873,203347_s_at
2874,203348_s_at
2875,203349_s_at
2876,203350_at
2877,203351_s_at
2878,203352_at
2879,203353_s_at
2880,203354_s_at
2881,203355_s_at
2882,203356_at
2883,203357_s_at
2884,203358_s_at
2885,203359_s_at
2886,203360_s_at
2887,203361_s_at
2888,203362_s_at
2889,203363_s_at
2890,203364_s_at
2891,203365_s_at
2892,203366_at
2893,203367_at
2894,203368_at
2895,203369_x_at
2896,203370_s_at
2897,203371_s_at
2898,203372_s_at
2899,203373_at
2900,203374_s_at
2901,203375_s_at
2902,203376_at
2903,203377_s_at
2904,203378_at
2905,203379_at
2906,203380_x_at
2907,203381_s_at
2908,203382_s_at
2909,203383_s_at
2910,203384_s_at
2911,203385_at
2912,203386_at
2913,203387_s_at
2914,203388_at
2915,203389_at
2916,203390_s_at
2917,203391_at
2918,203392_s_at
2919,203393_at
2920,203394_s_at
2921,203395_s_at
2922,203396_at
2923,203397_s_at
2924,203398_s_at
2925,203399_x_at
2926,203400_s_at
2927,203401_at
2928,203402_at
2929,203403_s_at
2930,203404_at
2931,203405_at
2932,203406_at
2933,203407_at
2934,203408_s_at
2935,203409_at
2936,203410_at
2937,203411_s_at
2938,203412_at
2939,203413_at
2940,203414_at
2941,203415_at
2942,203416_at
2943,203417_at
2944,203418_at
2945,203419_at
2946,203420_at
2947,203421_at
2948,203422_at
2949,203423_at
2950,203424_s_at
2951,203425_s_at
2952,203426_s_at
2953,203427_at
2954,203428_s_at
2955,203429_s_at
2956,203430_at
2957,203431_s_at
2958,203432_at
2959,203433_at
2960,203434_s_at
2961,203435_s_at
2962,203436_at
2963,203437_at
2964,203438_at
2965,203439_s_at
2966,203440_at
2967,203441_s_at
2968,203442_x_at
2969,203443_at
2970,203444_s_at
2971,203445_s_at
2972,203446_s_at
2973,203447_at
2974,203448_s_at
2975,203449_s_at
2976,203450_at
2977,203451_at
2978,203452_at
2979,203453_at
2980,203454_s_at
2981,203455_s_at
2982,203456_at
2983,203457_at
2984,203458_at
2985,203459_s_at
2986,203460_s_at
2987,203461_at
2988,203462_x_at
2989,203463_s_at
2990,203464_s_at
2991,203465_at
2992,203466_at
2993,203467_at
2994,203468_at
2995,203469_s_at
2996,203470_s_at
2997,203471_s_at
2998,203472_s_at
2999,203473_at
3000,203474_at
3001,203475_at
3002,203476_at
3003,203477_at
3004,203478_at
3005,203479_s_at
3006,203480_s_at
3007,203481_at
3008,203482_at
3009,203483_at
3010,203484_at
3011,203485_at
3012,203486_s_at
3013,203487_s_at
3014,203488_at
3015,203489_at
3016,203490_at
3017,203491_s_at
3018,203492_x_at
3019,203493_s_at
3020,203494_s_at
3021,203495_at
3022,203496_s_at
3023,203497_at
3024,203498_at
3025,203499_at
3026,203500_at
3027,203501_at
3028,203502_at
3029,203503_s_at
3030,203504_s_at
3031,203505_at
3032,203506_s_at
3033,203507_at
3034,203508_at
3035,203509_at
3036,203510_at
3037,203511_s_at
3038,203512_at
3039,203513_at
3040,203514_at
3041,203515_s_at
3042,203516_at
3043,203517_at
3044,203518_at
3045,203519_s_at
3046,203520_s_at
3047,203521_s_at
3048,203522_at
3049,203523_at
3050,203524_s_at
3051,203525_s_at
3052,203526_s_at
3053,203527_s_at
3054,203528_at
3055,203529_at
3056,203530_s_at
3057,203531_at
3058,203532_x_at
3059,203533_s_at
3060,203534_at
3061,203535_at
3062,203536_s_at
3063,203537_at
3064,203538_at
3065,203539_s_at
3066,203540_at
3067,203541_s_at
3068,203542_s_at
3069,203543_s_at
3070,203544_s_at
3071,203545_at
3072,203546_at
3073,203547_at
3074,203548_s_at
3075,203549_s_at
3076,203550_s_at
3077,203551_s_at
3078,203552_at
3079,203553_s_at
3080,203554_x_at
3081,203555_at
3082,203556_at
3083,203557_s_at
3084,203558_at
3085,203559_s_at
3086,203560_at
3087,203561_at
3088,203562_at
3089,203563_at
3090,203564_at
3091,203565_s_at
3092,203566_s_at
3093,203567_s_at
3094,203568_s_at
3095,203569_s_at
3096,203570_at
3097,203571_s_at
3098,203572_s_at
3099,203573_s_at
3100,203574_at
3101,203575_at
3102,203576_at
3103,203577_at
3104,203578_s_at
3105,203579_s_at
3106,203580_s_at
3107,203581_at
3108,203582_s_at
3109,203583_at
3110,203584_at
3111,203585_at
3112,203586_s_at
3113,203587_at
3114,203588_s_at
3115,203589_s_at
3116,203590_at
3117,203591_s_at
3118,203592_s_at
3119,203593_at
3120,203594_at
3121,203595_s_at
3122,203596_s_at
3123,203597_s_at
3124,203598_s_at
3125,203599_s_at
3126,203600_s_at
3127,203601_s_at
3128,203602_s_at
3129,203603_s_at
3130,203604_at
3131,203605_at
3132,203606_at
3133,203607_at
3134,203608_at
3135,203609_s_at
3136,203610_s_at
3137,203611_at
3138,203612_at
3139,203613_s_at
3140,203614_at
3141,203615_x_at
3142,203616_at
3143,203617_x_at
3144,203618_at
3145,203619_s_at
3146,203620_s_at
3147,203621_at
3148,203622_s_at
3149,203623_at
3150,203624_at
3151,203625_x_at
3152,203626_s_at
3153,203627_at
3154,203628_at
3155,203629_s_at
3156,203630_s_at
3157,203631_s_at
3158,203632_s_at
3159,203633_at
3160,203634_s_at
3161,203635_at
3162,203636_at
3163,203637_s_at
3164,203638_s_at
3165,203639_s_at
3166,203640_at
3167,203641_s_at
3168,203642_s_at
3169,203643_at
3170,203644_s_at
3171,203645_s_at
3172,203646_at
3173,203647_s_at
3174,203648_at
3175,203649_s_at
3176,203650_at
3177,203651_at
3178,203652_at
3179,203653_s_at
3180,203654_s_at
3181,203655_at
3182,203656_at
3183,203657_s_at
3184,203658_at
3185,203659_s_at
3186,203660_s_at
3187,203661_s_at
3188,203662_s_at
3189,203663_s_at
3190,203664_s_at
3191,203665_at
3192,203666_at
3193,203667_at
3194,203668_at
3195,203669_s_at
3196,203670_at
3197,203671_at
3198,203672_x_at
3199,203673_at
3200,203674_at
3201,203675_at
3202,203676_at
3203,203677_s_at
3204,203678_at
3205,203679_at
3206,203680_at
3207,203681_at
3208,203682_s_at
3209,203683_s_at
3210,203684_s_at
3211,203685_at
3212,203686_at
3213,203687_at
3214,203688_at
3215,203689_s_at
3216,203690_at
3217,203691_at
3218,203692_s_at
3219,203693_s_at
3220,203694_s_at
3221,203695_s_at
3222,203696_s_at
3223,203697_at
3224,203698_s_at
3225,203699_s_at
3226,203700_s_at
3227,203701_s_at
3228,203702_s_at
3229,203703_s_at
3230,203704_s_at
3231,203705_s_at
3232,203706_s_at
3233,203707_at
3234,203708_at
3235,203709_at
3236,203710_at
3237,203711_s_at
3238,203712_at
3239,203713_s_at
3240,203714_s_at
3241,203715_at
3242,203716_s_at
3243,203717_at
3244,203718_at
3245,203719_at
3246,203720_s_at
3247,203721_s_at
3248,203722_at
3249,203723_at
3250,203724_s_at
3251,203725_at
3252,203726_s_at
3253,203727_at
3254,203728_at
3255,203729_at
3256,203730_s_at
3257,203731_s_at
3258,203732_at
3259,203733_at
3260,203734_at
3261,203735_x_at
3262,203736_s_at
3263,203737_s_at
3264,203738_at
3265,203739_at
3266,203740_at
3267,203741_s_at
3268,203742_s_at
3269,203743_s_at
3270,203744_at
3271,203745_at
3272,203746_s_at
3273,203747_at
3274,203748_x_at
3275,203749_s_at
3276,203750_s_at
3277,203751_x_at
3278,203752_s_at
3279,203753_at
3280,203754_s_at
3281,203755_at
3282,203756_at
3283,203757_s_at
3284,203758_at
3285,203759_at
3286,203760_s_at
3287,203761_at
3288,203762_s_at
3289,203763_at
3290,203764_at
3291,203765_at
3292,203766_s_at
3293,203767_s_at
3294,203768_s_at
3295,203769_s_at
3296,203770_s_at
3297,203771_s_at
3298,203772_at
3299,203773_x_at
3300,203774_at
3301,203775_at
3302,203776_at
3303,203777_s_at
3304,203778_at
3305,203779_s_at
3306,203780_at
3307,203781_at
3308,203782_s_at
3309,203783_x_at
3310,203784_s_at
3311,203785_s_at
3312,203786_s_at
3313,203787_at
3314,203788_s_at
3315,203789_s_at
3316,203790_s_at
3317,203791_at
3318,203792_x_at
3319,203793_x_at
3320,203794_at
3321,203795_s_at
3322,203796_s_at
3323,203797_at
3324,203798_s_at
3325,203799_at
3326,203800_s_at
3327,203801_at
3328,203802_x_at
3329,203803_at
3330,203804_s_at
3331,203805_s_at
3332,203806_s_at
3333,203807_x_at
3334,203808_at
3335,203809_s_at
3336,203810_at
3337,203811_s_at
3338,203812_at
3339,203813_s_at
3340,203814_s_at
3341,203815_at
3342,203816_at
3343,203817_at
3344,203818_s_at
3345,203819_s_at
3346,203820_s_at
3347,203821_at
3348,203822_s_at
3349,203823_at
3350,203824_at
3351,203825_at
3352,203826_s_at
3353,203827_at
3354,203828_s_at
3355,203829_at
3356,203830_at
3357,203831_at
3358,203832_at
3359,203833_s_at
3360,203834_s_at
3361,203835_at
3362,203836_s_at
3363,203837_at
3364,203838_s_at
3365,203839_s_at
3366,203840_at
3367,203841_x_at
3368,203842_s_at
3369,203843_at
3370,203844_at
3371,203845_at
3372,203846_at
3373,203847_s_at
3374,203848_at
3375,203849_s_at
3376,203850_s_at
3377,203851_at
3378,203852_s_at
3379,203853_s_at
3380,203854_at
3381,203855_at
3382,203856_at
3383,203857_s_at
3384,203858_s_at
3385,203859_s_at
3386,203860_at
3387,203861_s_at
3388,203862_s_at
3389,203863_at
3390,203864_s_at
3391,203865_s_at
3392,203866_at
3393,203867_s_at
3394,203868_s_at
3395,203869_at
3396,203870_at
3397,203871_at
3398,203872_at
3399,203873_at
3400,203874_s_at
3401,203875_at
3402,203876_s_at
3403,203877_at
3404,203878_s_at
3405,203879_at
3406,203880_at
3407,203881_s_at
3408,203882_at
3409,203883_s_at
3410,203884_s_at
3411,203885_at
3412,203886_s_at
3413,203887_s_at
3414,203888_at
3415,203889_at
3416,203890_s_at
3417,203891_s_at
3418,203892_at
3419,203893_at
3420,203894_at
3421,203895_at
3422,203896_s_at
3423,203897_at
3424,203898_at
3425,203899_s_at
3426,203900_at
3427,203901_at
3428,203902_at
3429,203903_s_at
3430,203904_x_at
3431,203905_at
3432,203906_at
3433,203907_s_at
3434,203908_at
3435,203909_at
3436,203910_at
3437,203911_at
3438,203912_s_at
3439,203913_s_at
3440,203914_x_at
3441,203915_at
3442,203916_at
3443,203917_at
3444,203918_at
3445,203919_at
3446,203920_at
3447,203921_at
3448,203922_s_at
3449,203923_s_at
3450,203924_at
3451,203925_at
3452,203926_x_at
3453,203927_at
3454,203928_x_at
3455,203929_s_at
3456,203930_s_at
3457,203931_s_at
3458,203932_at
3459,203933_at
3460,203934_at
3461,203935_at
3462,203936_s_at
3463,203937_s_at
3464,203938_s_at
3465,203939_at
3466,203940_s_at
3467,203941_at
3468,203942_s_at
3469,203943_at
3470,203944_x_at
3471,203945_at
3472,203946_s_at
3473,203947_at
3474,203948_s_at
3475,203949_at
3476,203950_s_at
3477,203951_at
3478,203952_at
3479,203953_s_at
3480,203954_x_at
3481,203955_at
3482,203956_at
3483,203957_at
3484,203958_s_at
3485,203959_s_at
3486,203960_s_at
3487,203961_at
3488,203962_s_at
3489,203963_at
3490,203964_at
3491,203965_at
3492,203966_s_at
3493,203967_at
3494,203968_s_at
3495,203969_at
3496,203970_s_at
3497,203971_at
3498,203972_s_at
3499,203973_s_at
3500,203974_at
3501,203975_s_at
3502,203976_s_at
3503,203977_at
3504,203978_at
3505,203979_at
3506,203980_at
3507,203981_s_at
3508,203982_s_at
3509,203983_at
3510,203984_s_at
3511,203985_at
3512,203986_at
3513,203987_at
3514,203988_s_at
3515,203989_x_at
3516,203990_s_at
3517,203991_s_at
3518,203992_s_at
3519,203993_x_at
3520,203994_s_at
3521,203995_at
3522,203996_s_at
3523,203997_at
3524,203998_s_at
3525,203999_at
3526,204000_at
3527,204001_at
3528,204002_s_at
3529,204003_s_at
3530,204004_at
3531,204005_s_at
3532,204006_s_at
3533,204007_at
3534,204008_at
3535,204009_s_at
3536,204010_s_at
3537,204011_at
3538,204012_s_at
3539,204013_s_at
3540,204014_at
3541,204015_s_at
3542,204016_at
3543,204017_at
3544,204018_x_at
3545,204019_s_at
3546,204020_at
3547,204021_s_at
3548,204022_at
3549,204023_at
3550,204024_at
3551,204025_s_at
3552,204026_s_at
3553,204027_s_at
3554,204028_s_at
3555,204029_at
3556,204030_s_at
3557,204031_s_at
3558,204032_at
3559,204033_at
3560,204034_at
3561,204035_at
3562,204036_at
3563,204037_at
3564,204038_s_at
3565,204039_at
3566,204040_at
3567,204041_at
3568,204042_at
3569,204043_at
3570,204044_at
3571,204045_at
3572,204046_at
3573,204047_s_at
3574,204048_s_at
3575,204049_s_at
3576,204050_s_at
3577,204051_s_at
3578,204052_s_at
3579,204053_x_at
3580,204054_at
3581,204055_s_at
3582,204056_s_at
3583,204057_at
3584,204058_at
3585,204059_s_at
3586,204060_s_at
3587,204061_at
3588,204062_s_at
3589,204063_s_at
3590,204064_at
3591,204065_at
3592,204066_s_at
3593,204067_at
3594,204068_at
3595,204069_at
3596,204070_at
3597,204071_s_at
3598,204072_s_at
3599,204073_s_at
3600,204074_s_at
3601,204075_s_at
3602,204076_at
3603,204077_x_at
3604,204078_at
3605,204079_at
3606,204080_at
3607,204081_at
3608,204082_at
3609,204083_s_at
3610,204084_s_at
3611,204085_s_at
3612,204086_at
3613,204087_s_at
3614,204088_at
3615,204089_x_at
3616,204090_at
3617,204091_at
3618,204092_s_at
3619,204093_at
3620,204094_s_at
3621,204095_s_at
3622,204096_s_at
3623,204097_s_at
3624,204098_at
3625,204099_at
3626,204100_at
3627,204101_at
3628,204102_s_at
3629,204103_at
3630,204104_at
3631,204105_s_at
3632,204106_at
3633,204107_at
3634,204108_at
3635,204109_s_at
3636,204110_at
3637,204111_at
3638,204112_s_at
3639,204113_at
3640,204114_at
3641,204115_at
3642,204116_at
3643,204117_at
3644,204118_at
3645,204119_s_at
3646,204120_s_at
3647,204121_at
3648,204122_at
3649,204123_at
3650,204124_at
3651,204125_at
3652,204126_s_at
3653,204127_at
3654,204128_s_at
3655,204129_at
3656,204130_at
3657,204131_s_at
3658,204132_s_at
3659,204133_at
3660,204134_at
3661,204135_at
3662,204136_at
3663,204137_at
3664,204138_s_at
3665,204139_x_at
3666,204140_at
3667,204141_at
3668,204142_at
3669,204143_s_at
3670,204144_s_at
3671,204145_at
3672,204146_at
3673,204147_s_at
3674,204148_s_at
3675,204149_s_at
3676,204150_at
3677,204151_x_at
3678,204152_s_at
3679,204153_s_at
3680,204154_at
3681,204155_s_at
3682,204156_at
3683,204157_s_at
3684,204158_s_at
3685,204159_at
3686,204160_s_at
3687,204161_s_at
3688,204162_at
3689,204163_at
3690,204164_at
3691,204165_at
3692,204166_at
3693,204167_at
3694,204168_at
3695,204169_at
3696,204170_s_at
3697,204171_at
3698,204172_at
3699,204173_at
3700,204174_at
3701,204175_at
3702,204176_at
3703,204177_s_at
3704,204178_s_at
3705,204179_at
3706,204180_s_at
3707,204181_s_at
3708,204182_s_at
3709,204183_s_at
3710,204184_s_at
3711,204185_x_at
3712,204186_s_at
3713,204187_at
3714,204188_s_at
3715,204189_at
3716,204190_at
3717,204191_at
3718,204192_at
3719,204193_at
3720,204194_at
3721,204195_s_at
3722,204196_x_at
3723,204197_s_at
3724,204198_s_at
3725,204199_at
3726,204200_s_at
3727,204201_s_at
3728,204202_at
3729,204203_at
3730,204204_at
3731,204205_at
3732,204206_at
3733,204207_s_at
3734,204208_at
3735,204209_at
3736,204210_s_at
3737,204211_x_at
3738,204212_at
3739,204213_at
3740,204214_s_at
3741,204215_at
3742,204216_s_at
3743,204217_s_at
3744,204218_at
3745,204219_s_at
3746,204220_at
3747,204221_x_at
3748,204222_s_at
3749,204223_at
3750,204224_s_at
3751,204225_at
3752,204226_at
3753,204227_s_at
3754,204228_at
3755,204229_at
3756,204230_s_at
3757,204231_s_at
3758,204232_at
3759,204233_s_at
3760,204234_s_at
3761,204235_s_at
3762,204236_at
3763,204237_at
3764,204238_s_at
3765,204239_s_at
3766,204240_s_at
3767,204241_at
3768,204242_s_at
3769,204243_at
3770,204244_s_at
3771,204245_s_at
3772,204246_s_at
3773,204247_s_at
3774,204248_at
3775,204249_s_at
3776,204250_s_at
3777,204251_s_at
3778,204252_at
3779,204253_s_at
3780,204254_s_at
3781,204255_s_at
3782,204256_at
3783,204257_at
3784,204258_at
3785,204259_at
3786,204260_at
3787,204261_s_at
3788,204262_s_at
3789,204263_s_at
3790,204264_at
3791,204265_s_at
3792,204266_s_at
3793,204267_x_at
3794,204268_at
3795,204269_at
3796,204270_at
3797,204271_s_at
3798,204272_at
3799,204273_at
3800,204274_at
3801,204275_at
3802,204276_at
3803,204277_s_at
3804,204278_s_at
3805,204279_at
3806,204280_at
3807,204281_at
3808,204282_s_at
3809,204283_at
3810,204284_at
3811,204285_s_at
3812,204286_s_at
3813,204287_at
3814,204288_s_at
3815,204289_at
3816,204290_s_at
3817,204291_at
3818,204292_x_at
3819,204293_at
3820,204294_at
3821,204295_at
3822,204296_at
3823,204297_at
3824,204298_s_at
3825,204299_at
3826,204300_at
3827,204301_at
3828,204302_s_at
3829,204303_s_at
3830,204304_s_at
3831,204305_at
3832,204306_s_at
3833,204307_at
3834,204308_s_at
3835,204309_at
3836,204310_s_at
3837,204311_at
3838,204312_x_at
3839,204313_s_at
3840,204314_s_at
3841,204315_s_at
3842,204316_at
3843,204317_at
3844,204318_s_at
3845,204319_s_at
3846,204320_at
3847,204321_at
3848,204322_at
3849,204323_x_at
3850,204324_s_at
3851,204325_s_at
3852,204326_x_at
3853,204327_s_at
3854,204328_at
3855,204329_s_at
3856,204330_s_at
3857,204331_s_at
3858,204332_s_at
3859,204333_s_at
3860,204334_at
3861,204335_at
3862,204336_s_at
3863,204337_at
3864,204338_s_at
3865,204339_s_at
3866,204340_at
3867,204341_at
3868,204342_at
3869,204343_at
3870,204344_s_at
3871,204345_at
3872,204346_s_at
3873,204347_at
3874,204348_s_at
3875,204349_at
3876,204350_s_at
3877,204351_at
3878,204352_at
3879,204353_s_at
3880,204354_at
3881,204355_at
3882,204356_at
3883,204357_s_at
3884,204358_s_at
3885,204359_at
3886,204360_s_at
3887,204361_s_at
3888,204362_at
3889,204363_at
3890,204364_s_at
3891,204365_s_at
3892,204366_s_at
3893,204367_at
3894,204368_at
3895,204369_at
3896,204370_at
3897,204371_s_at
3898,204372_s_at
3899,204373_s_at
3900,204374_s_at
3901,204375_at
3902,204376_at
3903,204377_s_at
3904,204378_at
3905,204379_s_at
3906,204380_s_at
3907,204381_at
3908,204382_at
3909,204383_at
3910,204384_at
3911,204385_at
3912,204386_s_at
3913,204387_x_at
3914,204388_s_at
3915,204389_at
3916,204390_at
3917,204391_x_at
3918,204392_at
3919,204393_s_at
3920,204394_at
3921,204395_s_at
3922,204396_s_at
3923,204397_at
3924,204398_s_at
3925,204399_s_at
3926,204400_at
3927,204401_at
3928,204402_at
3929,204403_x_at
3930,204404_at
3931,204405_x_at
3932,204406_at
3933,204407_at
3934,204408_at
3935,204409_s_at
3936,204410_at
3937,204411_at
3938,204412_s_at
3939,204413_at
3940,204414_at
3941,204415_at
3942,204416_x_at
3943,204417_at
3944,204418_x_at
3945,204419_x_at
3946,204420_at
3947,204421_s_at
3948,204422_s_at
3949,204423_at
3950,204424_s_at
3951,204425_at
3952,204426_at
3953,204427_s_at
3954,204428_s_at
3955,204429_s_at
3956,204430_s_at
3957,204431_at
3958,204432_at
3959,204433_s_at
3960,204434_at
3961,204435_at
3962,204436_at
3963,204437_s_at
3964,204438_at
3965,204439_at
3966,204440_at
3967,204441_s_at
3968,204442_x_at
3969,204443_at
3970,204444_at
3971,204445_s_at
3972,204446_s_at
3973,204447_at
3974,204448_s_at
3975,204449_at
3976,204450_x_at
3977,204451_at
3978,204452_s_at
3979,204453_at
3980,204454_at
3981,204455_at
3982,204456_s_at
3983,204457_s_at
3984,204458_at
3985,204459_at
3986,204460_s_at
3987,204461_x_at
3988,204462_s_at
3989,204463_s_at
3990,204464_s_at
3991,204465_s_at
3992,204466_s_at
3993,204467_s_at
3994,204468_s_at
3995,204469_at
3996,204470_at
3997,204471_at
3998,204472_at
3999,204473_s_at
4000,204474_at
4001,204475_at
4002,204476_s_at
4003,204477_at
4004,204478_s_at
4005,204479_at
4006,204480_s_at
4007,204481_at
4008,204482_at
4009,204483_at
4010,204484_at
4011,204485_s_at
4012,204486_at
4013,204487_s_at
4014,204488_at
4015,204489_s_at
4016,204490_s_at
4017,204491_at
4018,204492_at
4019,204493_at
4020,204494_s_at
4021,204495_s_at
4022,204496_at
4023,204497_at
4024,204498_s_at
4025,204499_at
4026,204500_s_at
4027,204501_at
4028,204502_at
4029,204503_at
4030,204504_s_at
4031,204505_s_at
4032,204506_at
4033,204507_s_at
4034,204508_s_at
4035,204509_at
4036,204510_at
4037,204511_at
4038,204512_at
4039,204513_s_at
4040,204514_at
4041,204515_at
4042,204516_at
4043,204517_at
4044,204518_s_at
4045,204519_s_at
4046,204520_x_at
4047,204521_at
4048,204522_at
4049,204523_at
4050,204524_at
4051,204525_at
4052,204526_s_at
4053,204527_at
4054,204528_s_at
4055,204529_s_at
4056,204530_s_at
4057,204531_s_at
4058,204532_x_at
4059,204533_at
4060,204534_at
4061,204535_s_at
4062,204536_s_at
4063,204537_s_at
4064,204538_x_at
4065,204539_s_at
4066,204540_at
4067,204541_at
4068,204542_at
4069,204543_at
4070,204544_at
4071,204545_at
4072,204546_at
4073,204547_at
4074,204548_at
4075,204549_at
4076,204550_x_at
4077,204551_s_at
4078,204552_at
4079,204553_x_at
4080,204554_at
4081,204555_s_at
4082,204556_s_at
4083,204557_s_at
4084,204558_at
4085,204559_s_at
4086,204560_at
4087,204561_x_at
4088,204562_at
4089,204563_at
4090,204564_at
4091,204565_at
4092,204566_at
4093,204567_s_at
4094,204568_at
4095,204569_at
4096,204570_at
4097,204571_x_at
4098,204572_s_at
4099,204573_at
4100,204574_s_at
4101,204575_s_at
4102,204576_s_at
4103,204577_s_at
4104,204578_at
4105,204579_at
4106,204580_at
4107,204581_at
4108,204582_s_at
4109,204583_x_at
4110,204584_at
4111,204585_s_at
4112,204586_at
4113,204587_at
4114,204588_s_at
4115,204589_at
4116,204590_x_at
4117,204591_at
4118,204592_at
4119,204593_s_at
4120,204594_s_at
4121,204595_s_at
4122,204596_s_at
4123,204597_x_at
4124,204598_at
4125,204599_s_at
4126,204600_at
4127,204601_at
4128,204602_at
4129,204603_at
4130,204604_at
4131,204605_at
4132,204606_at
4133,204607_at
4134,204608_at
4135,204609_at
4136,204610_s_at
4137,204611_s_at
4138,204612_at
4139,204613_at
4140,204614_at
4141,204615_x_at
4142,204616_at
4143,204617_s_at
4144,204618_s_at
4145,204619_s_at
4146,204620_s_at
4147,204621_s_at
4148,204622_x_at
4149,204623_at
4150,204624_at
4151,204625_s_at
4152,204626_s_at
4153,204627_s_at
4154,204628_s_at
4155,204629_at
4156,204630_s_at
4157,204631_at
4158,204632_at
4159,204633_s_at
4160,204634_at
4161,204635_at
4162,204636_at
4163,204637_at
4164,204638_at
4165,204639_at
4166,204640_s_at
4167,204641_at
4168,204642_at
4169,204643_s_at
4170,204644_at
4171,204645_at
4172,204646_at
4173,204647_at
4174,204648_at
4175,204649_at
4176,204650_s_at
4177,204651_at
4178,204652_s_at
4179,204653_at
4180,204654_s_at
4181,204655_at
4182,204656_at
4183,204657_s_at
4184,204658_at
4185,204659_s_at
4186,204660_at
4187,204661_at
4188,204662_at
4189,204663_at
4190,204664_at
4191,204665_at
4192,204666_s_at
4193,204667_at
4194,204668_at
4195,204669_s_at
4196,204670_x_at
4197,204671_s_at
4198,204672_s_at
4199,204673_at
4200,204674_at
4201,204675_at
4202,204676_at
4203,204677_at
4204,204678_s_at
4205,204679_at
4206,204680_s_at
4207,204681_s_at
4208,204682_at
4209,204683_at
4210,204684_at
4211,204685_s_at
4212,204686_at
4213,204687_at
4214,204688_at
4215,204689_at
4216,204690_at
4217,204691_x_at
4218,204692_at
4219,204693_at
4220,204694_at
4221,204695_at
4222,204696_s_at
4223,204697_s_at
4224,204698_at
4225,204699_s_at
4226,204700_x_at
4227,204701_s_at
4228,204702_s_at
4229,204703_at
4230,204704_s_at
4231,204705_x_at
4232,204706_at
4233,204707_s_at
4234,204708_at
4235,204709_s_at
4236,204710_s_at
4237,204711_at
4238,204712_at
4239,204713_s_at
4240,204714_s_at
4241,204715_at
4242,204716_at
4243,204717_s_at
4244,204718_at
4245,204719_at
4246,204720_s_at
4247,204721_s_at
4248,204722_at
4249,204723_at
4250,204724_s_at
4251,204725_s_at
4252,204726_at
4253,204727_at
4254,204728_s_at
4255,204729_s_at
4256,204730_at
4257,204731_at
4258,204732_s_at
4259,204733_at
4260,204734_at
4261,204735_at
4262,204736_s_at
4263,204737_s_at
4264,204738_s_at
4265,204739_at
4266,204740_at
4267,204741_at
4268,204742_s_at
4269,204743_at
4270,204744_s_at
4271,204745_x_at
4272,204746_s_at
4273,204747_at
4274,204748_at
4275,204749_at
4276,204750_s_at
4277,204751_x_at
4278,204752_x_at
4279,204753_s_at
4280,204754_at
4281,204755_x_at
4282,204756_at
4283,204757_s_at
4284,204758_s_at
4285,204759_at
4286,204760_s_at
4287,204761_at
4288,204762_s_at
4289,204763_s_at
4290,204764_at
4291,204765_at
4292,204766_s_at
4293,204767_s_at
4294,204768_s_at
4295,204769_s_at
4296,204770_at
4297,204771_s_at
4298,204772_s_at
4299,204773_at
4300,204774_at
4301,204775_at
4302,204776_at
4303,204777_s_at
4304,204778_x_at
4305,204779_s_at
4306,204780_s_at
4307,204781_s_at
4308,204782_at
4309,204783_at
4310,204784_s_at
4311,204785_x_at
4312,204786_s_at
4313,204787_at
4314,204788_s_at
4315,204789_at
4316,204790_at
4317,204791_at
4318,204792_s_at
4319,204793_at
4320,204794_at
4321,204795_at
4322,204796_at
4323,204797_s_at
4324,204798_at
